idx; time; symbol; price; 52wh; 52wchp; 200da; dd52; trend; volume; shortName; longName
01; 2026.02.10_13:18:39; VWCE.DE; 148,86; 150,38; 06,74; 138,23; -01,01; 1,08; 104466; Vanguard FTSE All-World U.ETF R; Vanguard FTSE All-World UCITS ETF USD Accumulation
02; 2026.02.10_13:17:14; SXRV.DE; 1218,80; 1301,60; 01,31; 1167,66; -06,36; 1,04; 1662; iShsVII-NASDAQ 100 UCITS ETF  R; iShares NASDAQ 100 UCITS ETF USD (Acc)
03; 2026.02.10_13:16:08; AMEE.DE; 700,70; 701,80; 54,92; 543,52; -00,16; 1,29; 339; Amundi Glbl Hydrogen UCITS ETFA; Amundi Global Hydrogen UCITS ETF - Acc
04; 2026.02.10_13:15:07; LSMC.DE; 78,53; 79,58; 43,30; 62,17; -01,32; 1,26; 8825; MUL-Am.MSCI Semiconductor UE  N; Amundi MSCI Semiconductors ESG Screened UCITS ETF
05; 2026.02.10_13:17:52; DFEN.DE; 58,67; 64,51; 56,23; 51,52; -09,05; 1,14; 133971; VanEck ETFs-VanEck Defense ETFR; VanEck Defense ETF A USD Acc
06; 2026.02.10_13:16:17; WTIF.DE; 52,40; 52,70; 50,06; 40,63; -00,57; 1,29; 17147; WisdomTree Japan Equity UC.ETFR; WisdomTree Japan Equity UCITS ETF - EUR Hedged Acc
07; 2026.02.10_13:17:30; EUDF.DE; 33,51; 36,03; 34,39; 30,79; -07,01; 1,09; 159663; WisdomTree-Eur.Defence ETF    R; WisdomTree Europe Defence UCITS ETF - EUR Acc
08; 2026.02.10_13:13:51; LYBK.DE; 342,75; 349,15; 72,11; 279,57; -01,83; 1,23; 10894; MUL Amundi Euro Stoxx Banks   U; Amundi Euro Stoxx Banks UCITS ETF Acc
09; 2026.02.10_13:13:11; IBCJ.DE; 30,11; 30,70; 40,39; 25,74; -01,94; 1,17; 44306; iShsV-MSCI Poland UCITS ETF   R; iShares V PLC - iShares MSCI Poland UCITS ETF
10; 2026.02.10_13:12:53; SXR2.DE; 244,70; 246,50; 17,08; 218,34; -00,73; 1,12; 344; iShs VII-MSCI EM Canada U.ETF R; iShares VII PLC - iShares MSCI Canada ETF USD Acc
11; 2026.02.10_13:12:49; UFMB.DE; 21,20; 21,43; 20,32; 19,21; -01,07; 1,10; 4912; UBS(L)FS-MSCI UK UCITS ETF    N; UBS MSCI United Kingdom UCITS ETF hEUR acc
12; 2026.02.10_13:13:10; CEMR.DE; 15,54; 15,82; 23,27; 13,86; -01,76; 1,12; 14035; iShsIV-Edge MSCI Eu.Mo.F.U.ETFR; iShares Edge MSCI Europe Momentum Factor UCITS ETF EUR (Acc)
13; 2026.02.10_13:16:28; XB4A.DE; 117,14; 117,48; 52,19; 97,39; -00,29; 1,20; 4181; Xtrackers ATX                 I; Xtrackers ATX UCITS ETF 1C
14; 2026.02.10_13:12:55; XESP.DE; 58,04; 58,23; 49,77; 48,41; -00,33; 1,20; 7633; Xtrackers Spain               I; Xtrackers Spain UCITS ETF 1C
15; 2026.02.10_13:18:33; JEDI.DE; 70,24; 75,06; 85,99; 48,75; -06,42; 1,44; 12692; VanECK Space UCITS ETF        R; VanEck Space Innovators UCITS ETF
01; 2026.02.10_13:25:33; VWCE.DE; 148,84; 150,38; 06,74; 138,23; -01,02; 1,08; 107899; Vanguard FTSE All-World U.ETF R; Vanguard FTSE All-World UCITS ETF USD Accumulation
02; 2026.02.10_13:24:02; SXRV.DE; 1219,80; 1301,60; 01,31; 1167,66; -06,28; 1,04; 1772; iShsVII-NASDAQ 100 UCITS ETF  R; iShares NASDAQ 100 UCITS ETF USD (Acc)
03; 2026.02.10_13:25:09; AMEE.DE; 701,80; 701,80; 54,92; 543,52; 00,00; 1,29; 344; Amundi Glbl Hydrogen UCITS ETFA; Amundi Global Hydrogen UCITS ETF - Acc
04; 2026.02.10_13:22:46; LSMC.DE; 78,57; 79,58; 43,30; 62,17; -01,27; 1,26; 8829; MUL-Am.MSCI Semiconductor UE  N; Amundi MSCI Semiconductors ESG Screened UCITS ETF
05; 2026.02.10_13:25:02; DFEN.DE; 58,60; 64,51; 56,23; 51,52; -09,16; 1,14; 137555; VanEck ETFs-VanEck Defense ETFR; VanEck Defense ETF A USD Acc
06; 2026.02.10_13:16:17; WTIF.DE; 52,40; 52,70; 50,06; 40,63; -00,57; 1,29; 17147; WisdomTree Japan Equity UC.ETFR; WisdomTree Japan Equity UCITS ETF - EUR Hedged Acc
07; 2026.02.10_13:25:11; EUDF.DE; 33,42; 36,03; 34,39; 30,79; -07,24; 1,09; 161892; WisdomTree-Eur.Defence ETF    R; WisdomTree Europe Defence UCITS ETF - EUR Acc
08; 2026.02.10_13:24:58; LYBK.DE; 343,30; 349,15; 72,11; 279,57; -01,68; 1,23; 10931; MUL Amundi Euro Stoxx Banks   U; Amundi Euro Stoxx Banks UCITS ETF Acc
09; 2026.02.10_13:23:14; IBCJ.DE; 30,10; 30,70; 40,39; 25,74; -01,95; 1,17; 46540; iShsV-MSCI Poland UCITS ETF   R; iShares V PLC - iShares MSCI Poland UCITS ETF
10; 2026.02.10_13:12:53; SXR2.DE; 244,70; 246,50; 17,08; 218,34; -00,73; 1,12; 344; iShs VII-MSCI EM Canada U.ETF R; iShares VII PLC - iShares MSCI Canada ETF USD Acc
11; 2026.02.10_13:12:49; UFMB.DE; 21,20; 21,43; 20,32; 19,21; -01,07; 1,10; 4912; UBS(L)FS-MSCI UK UCITS ETF    N; UBS MSCI United Kingdom UCITS ETF hEUR acc
12; 2026.02.10_13:21:19; CEMR.DE; 15,55; 15,82; 23,27; 13,86; -01,69; 1,12; 14605; iShsIV-Edge MSCI Eu.Mo.F.U.ETFR; iShares Edge MSCI Europe Momentum Factor UCITS ETF EUR (Acc)
13; 2026.02.10_13:18:57; XB4A.DE; 117,22; 117,48; 52,19; 97,39; -00,22; 1,20; 4182; Xtrackers ATX                 I; Xtrackers ATX UCITS ETF 1C
14; 2026.02.10_13:22:45; XESP.DE; 58,11; 58,23; 49,77; 48,41; -00,21; 1,20; 7725; Xtrackers Spain               I; Xtrackers Spain UCITS ETF 1C
15; 2026.02.10_13:23:30; JEDI.DE; 70,19; 75,06; 85,99; 48,75; -06,49; 1,44; 12719; VanECK Space UCITS ETF        R; VanEck Space Innovators UCITS ETF
01; 2026.02.10_13:31:36; VWCE.DE; 148,92; 150,38; 06,74; 138,23; -00,97; 1,08; 109980; Vanguard FTSE All-World U.ETF R; Vanguard FTSE All-World UCITS ETF USD Accumulation
02; 2026.02.10_13:32:05; SXRV.DE; 1220,20; 1301,60; 01,31; 1167,66; -06,25; 1,04; 1822; iShsVII-NASDAQ 100 UCITS ETF  R; iShares NASDAQ 100 UCITS ETF USD (Acc)
03; 2026.02.10_13:25:09; AMEE.DE; 701,80; 701,80; 54,92; 543,52; 00,00; 1,29; 344; Amundi Glbl Hydrogen UCITS ETFA; Amundi Global Hydrogen UCITS ETF - Acc
04; 2026.02.10_13:30:34; LSMC.DE; 78,67; 79,58; 43,30; 62,17; -01,14; 1,27; 10933; MUL-Am.MSCI Semiconductor UE  N; Amundi MSCI Semiconductors ESG Screened UCITS ETF
05; 2026.02.10_13:32:26; DFEN.DE; 58,64; 64,51; 56,23; 51,52; -09,10; 1,14; 142810; VanEck ETFs-VanEck Defense ETFR; VanEck Defense ETF A USD Acc
06; 2026.02.10_13:16:17; WTIF.DE; 52,40; 52,70; 50,06; 40,63; -00,57; 1,29; 17147; WisdomTree Japan Equity UC.ETFR; WisdomTree Japan Equity UCITS ETF - EUR Hedged Acc
07; 2026.02.10_13:28:13; EUDF.DE; 33,42; 36,03; 34,39; 30,79; -07,26; 1,09; 164539; WisdomTree-Eur.Defence ETF    R; WisdomTree Europe Defence UCITS ETF - EUR Acc
08; 2026.02.10_13:28:06; LYBK.DE; 343,35; 349,15; 72,11; 279,57; -01,66; 1,23; 11115; MUL Amundi Euro Stoxx Banks   U; Amundi Euro Stoxx Banks UCITS ETF Acc
09; 2026.02.10_13:30:10; IBCJ.DE; 30,11; 30,70; 40,39; 25,74; -01,92; 1,17; 46612; iShsV-MSCI Poland UCITS ETF   R; iShares V PLC - iShares MSCI Poland UCITS ETF
10; 2026.02.10_13:12:53; SXR2.DE; 244,70; 246,50; 17,08; 218,34; -00,73; 1,12; 344; iShs VII-MSCI EM Canada U.ETF R; iShares VII PLC - iShares MSCI Canada ETF USD Acc
11; 2026.02.10_13:12:49; UFMB.DE; 21,20; 21,43; 20,32; 19,21; -01,07; 1,10; 4912; UBS(L)FS-MSCI UK UCITS ETF    N; UBS MSCI United Kingdom UCITS ETF hEUR acc
12; 2026.02.10_13:21:19; CEMR.DE; 15,55; 15,82; 23,27; 13,86; -01,69; 1,12; 14605; iShsIV-Edge MSCI Eu.Mo.F.U.ETFR; iShares Edge MSCI Europe Momentum Factor UCITS ETF EUR (Acc)
13; 2026.02.10_13:26:28; XB4A.DE; 117,30; 117,48; 52,19; 97,39; -00,15; 1,20; 4186; Xtrackers ATX                 I; Xtrackers ATX UCITS ETF 1C
14; 2026.02.10_13:22:45; XESP.DE; 58,11; 58,23; 49,77; 48,41; -00,21; 1,20; 7725; Xtrackers Spain               I; Xtrackers Spain UCITS ETF 1C
15; 2026.02.10_13:30:52; JEDI.DE; 70,27; 75,06; 85,99; 48,75; -06,38; 1,44; 12732; VanECK Space UCITS ETF        R; VanEck Space Innovators UCITS ETF
01; 2026.02.10_13:39:16; VWCE.DE; 148,82; 150,38; 06,74; 138,23; -01,04; 1,08; 113614; Vanguard FTSE All-World U.ETF R; Vanguard FTSE All-World UCITS ETF USD Accumulation
02; 2026.02.10_13:38:25; SXRV.DE; 1219,20; 1301,60; 01,31; 1167,66; -06,33; 1,04; 1856; iShsVII-NASDAQ 100 UCITS ETF  R; iShares NASDAQ 100 UCITS ETF USD (Acc)
03; 2026.02.10_13:37:35; AMEE.DE; 701,80; 702,00; 54,92; 543,52; -00,03; 1,29; 348; Amundi Glbl Hydrogen UCITS ETFA; Amundi Global Hydrogen UCITS ETF - Acc
04; 2026.02.10_13:38:33; LSMC.DE; 78,51; 79,58; 43,30; 62,17; -01,34; 1,26; 12538; MUL-Am.MSCI Semiconductor UE  N; Amundi MSCI Semiconductors ESG Screened UCITS ETF
05; 2026.02.10_13:38:02; DFEN.DE; 58,62; 64,51; 56,23; 51,52; -09,13; 1,14; 143553; VanEck ETFs-VanEck Defense ETFR; VanEck Defense ETF A USD Acc
06; 2026.02.10_13:34:05; WTIF.DE; 52,41; 52,70; 50,06; 40,63; -00,55; 1,29; 17414; WisdomTree Japan Equity UC.ETFR; WisdomTree Japan Equity UCITS ETF - EUR Hedged Acc
07; 2026.02.10_13:38:57; EUDF.DE; 33,44; 36,03; 34,39; 30,79; -07,20; 1,09; 164844; WisdomTree-Eur.Defence ETF    R; WisdomTree Europe Defence UCITS ETF - EUR Acc
08; 2026.02.10_13:28:06; LYBK.DE; 343,35; 349,15; 72,11; 279,57; -01,66; 1,23; 11115; MUL Amundi Euro Stoxx Banks   U; Amundi Euro Stoxx Banks UCITS ETF Acc
09; 2026.02.10_13:37:47; IBCJ.DE; 30,08; 30,70; 40,39; 25,74; -02,04; 1,17; 48189; iShsV-MSCI Poland UCITS ETF   R; iShares V PLC - iShares MSCI Poland UCITS ETF
10; 2026.02.10_13:12:53; SXR2.DE; 244,70; 246,50; 17,08; 218,34; -00,73; 1,12; 344; iShs VII-MSCI EM Canada U.ETF R; iShares VII PLC - iShares MSCI Canada ETF USD Acc
11; 2026.02.10_13:12:49; UFMB.DE; 21,20; 21,43; 20,32; 19,21; -01,07; 1,10; 4912; UBS(L)FS-MSCI UK UCITS ETF    N; UBS MSCI United Kingdom UCITS ETF hEUR acc
12; 2026.02.10_13:21:19; CEMR.DE; 15,55; 15,82; 23,27; 13,86; -01,69; 1,12; 14605; iShsIV-Edge MSCI Eu.Mo.F.U.ETFR; iShares Edge MSCI Europe Momentum Factor UCITS ETF EUR (Acc)
13; 2026.02.10_13:26:28; XB4A.DE; 117,30; 117,48; 52,19; 97,39; -00,15; 1,20; 4186; Xtrackers ATX                 I; Xtrackers ATX UCITS ETF 1C
14; 2026.02.10_13:37:45; XESP.DE; 58,07; 58,23; 49,77; 48,41; -00,27; 1,20; 7837; Xtrackers Spain               I; Xtrackers Spain UCITS ETF 1C
15; 2026.02.10_13:38:15; JEDI.DE; 70,00; 75,06; 85,99; 48,75; -06,74; 1,44; 12889; VanECK Space UCITS ETF        R; VanEck Space Innovators UCITS ETF
01; 2026.02.10_13:45:28; VWCE.DE; 148,70; 150,38; 06,74; 138,23; -01,12; 1,08; 115433; Vanguard FTSE All-World U.ETF R; Vanguard FTSE All-World UCITS ETF USD Accumulation
02; 2026.02.10_13:43:03; SXRV.DE; 1218,60; 1301,60; 01,31; 1167,66; -06,38; 1,04; 1912; iShsVII-NASDAQ 100 UCITS ETF  R; iShares NASDAQ 100 UCITS ETF USD (Acc)
03; 2026.02.10_13:37:35; AMEE.DE; 701,80; 702,00; 54,92; 543,52; -00,03; 1,29; 348; Amundi Glbl Hydrogen UCITS ETFA; Amundi Global Hydrogen UCITS ETF - Acc
04; 2026.02.10_13:46:00; LSMC.DE; 78,43; 79,58; 43,30; 62,17; -01,45; 1,26; 14462; MUL-Am.MSCI Semiconductor UE  N; Amundi MSCI Semiconductors ESG Screened UCITS ETF
05; 2026.02.10_13:45:19; DFEN.DE; 58,61; 64,51; 56,23; 51,52; -09,15; 1,14; 146970; VanEck ETFs-VanEck Defense ETFR; VanEck Defense ETF A USD Acc
06; 2026.02.10_13:39:44; WTIF.DE; 52,42; 52,70; 50,06; 40,63; -00,53; 1,29; 17474; WisdomTree Japan Equity UC.ETFR; WisdomTree Japan Equity UCITS ETF - EUR Hedged Acc
07; 2026.02.10_13:44:36; EUDF.DE; 33,43; 36,03; 34,39; 30,79; -07,22; 1,09; 168124; WisdomTree-Eur.Defence ETF    R; WisdomTree Europe Defence UCITS ETF - EUR Acc
08; 2026.02.10_13:41:56; LYBK.DE; 342,85; 349,15; 72,11; 279,57; -01,80; 1,23; 11298; MUL Amundi Euro Stoxx Banks   U; Amundi Euro Stoxx Banks UCITS ETF Acc
09; 2026.02.10_13:44:41; IBCJ.DE; 30,01; 30,70; 40,39; 25,74; -02,25; 1,17; 49786; iShsV-MSCI Poland UCITS ETF   R; iShares V PLC - iShares MSCI Poland UCITS ETF
10; 2026.02.10_13:39:43; SXR2.DE; 244,50; 246,50; 17,08; 218,34; -00,81; 1,12; 368; iShs VII-MSCI EM Canada U.ETF R; iShares VII PLC - iShares MSCI Canada ETF USD Acc
11; 2026.02.10_13:12:49; UFMB.DE; 21,20; 21,43; 20,32; 19,21; -01,07; 1,10; 4912; UBS(L)FS-MSCI UK UCITS ETF    N; UBS MSCI United Kingdom UCITS ETF hEUR acc
12; 2026.02.10_13:40:37; CEMR.DE; 15,55; 15,82; 23,27; 13,86; -01,69; 1,12; 18139; iShsIV-Edge MSCI Eu.Mo.F.U.ETFR; iShares Edge MSCI Europe Momentum Factor UCITS ETF EUR (Acc)
13; 2026.02.10_13:44:54; XB4A.DE; 117,10; 117,48; 52,19; 97,39; -00,32; 1,20; 4420; Xtrackers ATX                 I; Xtrackers ATX UCITS ETF 1C
14; 2026.02.10_13:41:03; XESP.DE; 58,02; 58,23; 49,77; 48,41; -00,36; 1,20; 7974; Xtrackers Spain               I; Xtrackers Spain UCITS ETF 1C
15; 2026.02.10_13:44:37; JEDI.DE; 70,04; 75,06; 85,99; 48,75; -06,69; 1,44; 13593; VanECK Space UCITS ETF        R; VanEck Space Innovators UCITS ETF
01; 2026.02.10_13:52:50; VWCE.DE; 148,76; 150,38; 06,74; 138,23; -01,08; 1,08; 118322; Vanguard FTSE All-World U.ETF R; Vanguard FTSE All-World UCITS ETF USD Accumulation
02; 2026.02.10_13:52:57; SXRV.DE; 1218,60; 1301,60; 01,31; 1167,66; -06,38; 1,04; 1942; iShsVII-NASDAQ 100 UCITS ETF  R; iShares NASDAQ 100 UCITS ETF USD (Acc)
03; 2026.02.10_13:52:36; AMEE.DE; 701,90; 702,00; 54,92; 543,52; -00,01; 1,29; 349; Amundi Glbl Hydrogen UCITS ETFA; Amundi Global Hydrogen UCITS ETF - Acc
04; 2026.02.10_13:49:58; LSMC.DE; 78,49; 79,58; 43,30; 62,17; -01,37; 1,26; 17161; MUL-Am.MSCI Semiconductor UE  N; Amundi MSCI Semiconductors ESG Screened UCITS ETF
05; 2026.02.10_13:52:20; DFEN.DE; 58,63; 64,51; 56,23; 51,52; -09,11; 1,14; 148031; VanEck ETFs-VanEck Defense ETFR; VanEck Defense ETF A USD Acc
06; 2026.02.10_13:39:44; WTIF.DE; 52,42; 52,70; 50,06; 40,63; -00,53; 1,29; 17474; WisdomTree Japan Equity UC.ETFR; WisdomTree Japan Equity UCITS ETF - EUR Hedged Acc
07; 2026.02.10_13:51:46; EUDF.DE; 33,44; 36,03; 34,39; 30,79; -07,19; 1,09; 168536; WisdomTree-Eur.Defence ETF    R; WisdomTree Europe Defence UCITS ETF - EUR Acc
08; 2026.02.10_13:48:49; LYBK.DE; 343,00; 349,15; 72,11; 279,57; -01,76; 1,23; 11455; MUL Amundi Euro Stoxx Banks   U; Amundi Euro Stoxx Banks UCITS ETF Acc
09; 2026.02.10_13:52:31; IBCJ.DE; 29,98; 30,70; 40,39; 25,74; -02,35; 1,16; 49907; iShsV-MSCI Poland UCITS ETF   R; iShares V PLC - iShares MSCI Poland UCITS ETF
10; 2026.02.10_13:39:43; SXR2.DE; 244,50; 246,50; 17,08; 218,34; -00,81; 1,12; 368; iShs VII-MSCI EM Canada U.ETF R; iShares VII PLC - iShares MSCI Canada ETF USD Acc
11; 2026.02.10_13:12:49; UFMB.DE; 21,20; 21,43; 20,32; 19,21; -01,07; 1,10; 4912; UBS(L)FS-MSCI UK UCITS ETF    N; UBS MSCI United Kingdom UCITS ETF hEUR acc
12; 2026.02.10_13:46:23; CEMR.DE; 15,54; 15,82; 23,27; 13,86; -01,77; 1,12; 18638; iShsIV-Edge MSCI Eu.Mo.F.U.ETFR; iShares Edge MSCI Europe Momentum Factor UCITS ETF EUR (Acc)
13; 2026.02.10_13:48:31; XB4A.DE; 117,12; 117,48; 52,19; 97,39; -00,31; 1,20; 4430; Xtrackers ATX                 I; Xtrackers ATX UCITS ETF 1C
14; 2026.02.10_13:52:11; XESP.DE; 58,07; 58,23; 49,77; 48,41; -00,27; 1,20; 8128; Xtrackers Spain               I; Xtrackers Spain UCITS ETF 1C
15; 2026.02.10_13:52:42; JEDI.DE; 69,97; 75,06; 85,99; 48,75; -06,78; 1,44; 13616; VanECK Space UCITS ETF        R; VanEck Space Innovators UCITS ETF
01; 2026.02.10_13:59:46; VWCE.DE; 148,70; 150,38; 06,74; 138,23; -01,12; 1,08; 122574; Vanguard FTSE All-World U.ETF R; Vanguard FTSE All-World UCITS ETF USD Accumulation
02; 2026.02.10_13:58:05; SXRV.DE; 1218,40; 1301,60; 01,31; 1167,66; -06,39; 1,04; 2011; iShsVII-NASDAQ 100 UCITS ETF  R; iShares NASDAQ 100 UCITS ETF USD (Acc)
03; 2026.02.10_13:52:36; AMEE.DE; 701,90; 702,00; 54,92; 543,52; -00,01; 1,29; 349; Amundi Glbl Hydrogen UCITS ETFA; Amundi Global Hydrogen UCITS ETF - Acc
04; 2026.02.10_13:59:40; LSMC.DE; 78,41; 79,58; 43,30; 62,17; -01,47; 1,26; 22865; MUL-Am.MSCI Semiconductor UE  N; Amundi MSCI Semiconductors ESG Screened UCITS ETF
05; 2026.02.10_13:59:11; DFEN.DE; 58,63; 64,51; 56,23; 51,52; -09,11; 1,14; 149805; VanEck ETFs-VanEck Defense ETFR; VanEck Defense ETF A USD Acc
06; 2026.02.10_13:59:39; WTIF.DE; 52,27; 52,70; 50,06; 40,63; -00,82; 1,29; 17633; WisdomTree Japan Equity UC.ETFR; WisdomTree Japan Equity UCITS ETF - EUR Hedged Acc
07; 2026.02.10_13:59:30; EUDF.DE; 33,46; 36,03; 34,39; 30,79; -07,15; 1,09; 169631; WisdomTree-Eur.Defence ETF    R; WisdomTree Europe Defence UCITS ETF - EUR Acc
08; 2026.02.10_13:48:49; LYBK.DE; 343,00; 349,15; 72,11; 279,57; -01,76; 1,23; 11455; MUL Amundi Euro Stoxx Banks   U; Amundi Euro Stoxx Banks UCITS ETF Acc
09; 2026.02.10_13:54:38; IBCJ.DE; 29,96; 30,70; 40,39; 25,74; -02,41; 1,16; 49908; iShsV-MSCI Poland UCITS ETF   R; iShares V PLC - iShares MSCI Poland UCITS ETF
10; 2026.02.10_13:39:43; SXR2.DE; 244,50; 246,50; 17,08; 218,34; -00,81; 1,12; 368; iShs VII-MSCI EM Canada U.ETF R; iShares VII PLC - iShares MSCI Canada ETF USD Acc
11; 2026.02.10_13:12:49; UFMB.DE; 21,20; 21,43; 20,32; 19,21; -01,07; 1,10; 4912; UBS(L)FS-MSCI UK UCITS ETF    N; UBS MSCI United Kingdom UCITS ETF hEUR acc
12; 2026.02.10_13:46:23; CEMR.DE; 15,54; 15,82; 23,27; 13,86; -01,77; 1,12; 18638; iShsIV-Edge MSCI Eu.Mo.F.U.ETFR; iShares Edge MSCI Europe Momentum Factor UCITS ETF EUR (Acc)
13; 2026.02.10_13:56:10; XB4A.DE; 117,12; 117,48; 52,19; 97,39; -00,31; 1,20; 4433; Xtrackers ATX                 I; Xtrackers ATX UCITS ETF 1C
14; 2026.02.10_13:52:11; XESP.DE; 58,07; 58,23; 49,77; 48,41; -00,27; 1,20; 8128; Xtrackers Spain               I; Xtrackers Spain UCITS ETF 1C
15; 2026.02.10_13:56:44; JEDI.DE; 69,87; 75,06; 85,99; 48,75; -06,91; 1,43; 14023; VanECK Space UCITS ETF        R; VanEck Space Innovators UCITS ETF
01; 2026.02.10_14:06:22; VWCE.DE; 148,60; 150,38; 06,74; 138,23; -01,18; 1,07; 136819; Vanguard FTSE All-World U.ETF R; Vanguard FTSE All-World UCITS ETF USD Accumulation
02; 2026.02.10_14:06:12; SXRV.DE; 1216,80; 1301,60; 01,31; 1167,66; -06,52; 1,04; 2138; iShsVII-NASDAQ 100 UCITS ETF  R; iShares NASDAQ 100 UCITS ETF USD (Acc)
03; 2026.02.10_13:52:36; AMEE.DE; 701,90; 702,00; 54,92; 543,52; -00,01; 1,29; 349; Amundi Glbl Hydrogen UCITS ETFA; Amundi Global Hydrogen UCITS ETF - Acc
04; 2026.02.10_14:01:33; LSMC.DE; 78,38; 79,58; 43,30; 62,17; -01,51; 1,26; 24965; MUL-Am.MSCI Semiconductor UE  N; Amundi MSCI Semiconductors ESG Screened UCITS ETF
05; 2026.02.10_14:06:01; DFEN.DE; 58,59; 64,51; 56,23; 51,52; -09,18; 1,14; 150023; VanEck ETFs-VanEck Defense ETFR; VanEck Defense ETF A USD Acc
06; 2026.02.10_14:06:31; WTIF.DE; 52,38; 52,70; 50,06; 40,63; -00,61; 1,29; 17635; WisdomTree Japan Equity UC.ETFR; WisdomTree Japan Equity UCITS ETF - EUR Hedged Acc
07; 2026.02.10_14:04:51; EUDF.DE; 33,48; 36,03; 34,39; 30,79; -07,09; 1,09; 175377; WisdomTree-Eur.Defence ETF    R; WisdomTree Europe Defence UCITS ETF - EUR Acc
08; 2026.02.10_14:04:47; LYBK.DE; 343,00; 349,15; 72,11; 279,57; -01,76; 1,23; 11763; MUL Amundi Euro Stoxx Banks   U; Amundi Euro Stoxx Banks UCITS ETF Acc
09; 2026.02.10_14:01:34; IBCJ.DE; 29,97; 30,70; 40,39; 25,74; -02,39; 1,16; 49970; iShsV-MSCI Poland UCITS ETF   R; iShares V PLC - iShares MSCI Poland UCITS ETF
10; 2026.02.10_13:39:43; SXR2.DE; 244,50; 246,50; 17,08; 218,34; -00,81; 1,12; 368; iShs VII-MSCI EM Canada U.ETF R; iShares VII PLC - iShares MSCI Canada ETF USD Acc
11; 2026.02.10_13:12:49; UFMB.DE; 21,20; 21,43; 20,32; 19,21; -01,07; 1,10; 4912; UBS(L)FS-MSCI UK UCITS ETF    N; UBS MSCI United Kingdom UCITS ETF hEUR acc
12; 2026.02.10_13:46:23; CEMR.DE; 15,54; 15,82; 23,27; 13,86; -01,77; 1,12; 18638; iShsIV-Edge MSCI Eu.Mo.F.U.ETFR; iShares Edge MSCI Europe Momentum Factor UCITS ETF EUR (Acc)
13; 2026.02.10_14:06:08; XB4A.DE; 117,00; 117,48; 52,19; 97,39; -00,41; 1,20; 4434; Xtrackers ATX                 I; Xtrackers ATX UCITS ETF 1C
14; 2026.02.10_14:00:40; XESP.DE; 58,08; 58,23; 49,77; 48,41; -00,26; 1,20; 8133; Xtrackers Spain               I; Xtrackers Spain UCITS ETF 1C
15; 2026.02.10_13:56:44; JEDI.DE; 69,87; 75,06; 85,99; 48,75; -06,91; 1,43; 14039; VanECK Space UCITS ETF        R; VanEck Space Innovators UCITS ETF
01; 2026.02.10_14:12:40; VWCE.DE; 148,64; 150,38; 06,74; 138,23; -01,16; 1,08; 140457; Vanguard FTSE All-World U.ETF R; Vanguard FTSE All-World UCITS ETF USD Accumulation
02; 2026.02.10_14:12:25; SXRV.DE; 1216,40; 1301,60; 01,31; 1167,66; -06,55; 1,04; 2328; iShsVII-NASDAQ 100 UCITS ETF  R; iShares NASDAQ 100 UCITS ETF USD (Acc)
03; 2026.02.10_13:52:36; AMEE.DE; 701,90; 702,00; 54,92; 543,52; -00,01; 1,29; 349; Amundi Glbl Hydrogen UCITS ETFA; Amundi Global Hydrogen UCITS ETF - Acc
04; 2026.02.10_14:07:53; LSMC.DE; 78,32; 79,58; 43,30; 62,17; -01,58; 1,26; 24968; MUL-Am.MSCI Semiconductor UE  N; Amundi MSCI Semiconductors ESG Screened UCITS ETF
05; 2026.02.10_14:13:19; DFEN.DE; 58,60; 64,51; 56,23; 51,52; -09,16; 1,14; 151108; VanEck ETFs-VanEck Defense ETFR; VanEck Defense ETF A USD Acc
06; 2026.02.10_14:06:31; WTIF.DE; 52,38; 52,70; 50,06; 40,63; -00,61; 1,29; 17635; WisdomTree Japan Equity UC.ETFR; WisdomTree Japan Equity UCITS ETF - EUR Hedged Acc
07; 2026.02.10_14:11:18; EUDF.DE; 33,44; 36,03; 34,39; 30,79; -07,19; 1,09; 177745; WisdomTree-Eur.Defence ETF    R; WisdomTree Europe Defence UCITS ETF - EUR Acc
08; 2026.02.10_14:11:39; LYBK.DE; 342,50; 349,15; 72,11; 279,57; -01,90; 1,23; 12127; MUL Amundi Euro Stoxx Banks   U; Amundi Euro Stoxx Banks UCITS ETF Acc
09; 2026.02.10_14:13:23; IBCJ.DE; 29,96; 30,70; 40,39; 25,74; -02,41; 1,16; 49972; iShsV-MSCI Poland UCITS ETF   R; iShares V PLC - iShares MSCI Poland UCITS ETF
10; 2026.02.10_13:39:43; SXR2.DE; 244,50; 246,50; 17,08; 218,34; -00,81; 1,12; 368; iShs VII-MSCI EM Canada U.ETF R; iShares VII PLC - iShares MSCI Canada ETF USD Acc
11; 2026.02.10_13:12:49; UFMB.DE; 21,20; 21,43; 20,32; 19,21; -01,07; 1,10; 4912; UBS(L)FS-MSCI UK UCITS ETF    N; UBS MSCI United Kingdom UCITS ETF hEUR acc
12; 2026.02.10_14:10:28; CEMR.DE; 15,53; 15,82; 23,27; 13,86; -01,83; 1,12; 18701; iShsIV-Edge MSCI Eu.Mo.F.U.ETFR; iShares Edge MSCI Europe Momentum Factor UCITS ETF EUR (Acc)
13; 2026.02.10_14:09:23; XB4A.DE; 117,00; 117,48; 52,19; 97,39; -00,41; 1,20; 4446; Xtrackers ATX                 I; Xtrackers ATX UCITS ETF 1C
