idx; time; symbol; price; 52wh; 52wchp; 200da; dd52; trend; volume; shortName; longName
11; 2026.02.16_10:04:21; UFMB.DE; 21,46; 21,57; 20,79; 19,29; -00,51; 1,11; 780; UBS(L)FS-MSCI UK UCITS ETF    N; UBS MSCI United Kingdom UCITS ETF hEUR acc
12; 2026.02.16_09:47:39; CEMR.DE; 15,27; 15,82; 18,08; 13,91; -03,44; 1,10; 10570; iShsIV-Edge MSCI Eu.Mo.F.U.ETFR; iShares Edge MSCI Europe Momentum Factor UCITS ETF EUR (Acc)
13; 2026.02.16_09:35:54; XB4A.DE; 114,54; 119,06; 41,96; 98,02; -03,80; 1,17; 397; Xtrackers ATX                 I; Xtrackers ATX UCITS ETF 1C
14; 2026.02.16_10:05:35; XESP.DE; 56,75; 58,23; 42,33; 48,72; -02,54; 1,16; 6015; Xtrackers Spain               I; Xtrackers Spain UCITS ETF 1C
15; 2026.02.16_10:11:21; JEDI.DE; 67,13; 75,06; 77,13; 49,44; -10,56; 1,36; 11785; VanECK Space UCITS ETF        R; VanEck Space Innovators UCITS ETF
01; 2026.02.16_10:20:59; VWCE.DE; 148,04; 150,38; 05,92; 138,72; -01,56; 1,07; 78400; Vanguard FTSE All-World U.ETF R; Vanguard FTSE All-World UCITS ETF USD Accumulation
02; 2026.02.16_10:19:44; SXRV.DE; 1200,40; 1301,60; -01,03; 1172,58; -07,78; 1,02; 1549; iShsVII-NASDAQ 100 UCITS ETF  R; iShares NASDAQ 100 UCITS ETF USD (Acc)
03; 2026.02.16_09:45:28; AMEE.DE; 698,60; 714,00; 53,49; 548,70; -02,16; 1,27; 220; Amundi Glbl Hydrogen UCITS ETFA; Amundi Global Hydrogen UCITS ETF - Acc
04; 2026.02.16_10:18:37; LSMC.DE; 78,30; 80,36; 41,99; 62,90; -02,56; 1,24; 13315; MUL-Am.MSCI Semiconductor UE  N; Amundi MSCI Semiconductors ESG Screened UCITS ETF
05; 2026.02.16_10:21:03; DFEN.DE; 56,99; 64,51; 46,83; 51,78; -11,66; 1,10; 41650; VanEck ETFs-VanEck Defense ETFR; VanEck Defense ETF A USD Acc
06; 2026.02.16_10:19:18; WTIF.DE; 51,44; 52,70; 50,78; 40,99; -02,39; 1,26; 828; WisdomTree Japan Equity UC.ETFR; WisdomTree Japan Equity UCITS ETF - EUR Hedged Acc
07; 2026.02.16_10:20:34; EUDF.DE; 33,65; 36,03; 32,99; 30,92; -06,61; 1,09; 111421; WisdomTree-Eur.Defence ETF    R; WisdomTree Europe Defence UCITS ETF - EUR Acc
08; 2026.02.16_10:17:56; LYBK.DE; 322,70; 349,15; 55,47; 281,62; -07,58; 1,15; 2879; MUL Amundi Euro Stoxx Banks   U; Amundi Euro Stoxx Banks UCITS ETF Acc
09; 2026.02.16_10:20:49; IBCJ.DE; 29,70; 30,70; 33,39; 25,88; -03,26; 1,15; 9554; iShsV-MSCI Poland UCITS ETF   R; iShares V PLC - iShares MSCI Poland UCITS ETF
10; 2026.02.16_10:18:51; SXR2.DE; 245,20; 250,05; 18,60; 219,37; -01,94; 1,12; 609; iShs VII-MSCI EM Canada U.ETF R; iShares VII PLC - iShares MSCI Canada ETF USD Acc
11; 2026.02.16_10:04:21; UFMB.DE; 21,46; 21,57; 20,79; 19,29; -00,51; 1,11; 780; UBS(L)FS-MSCI UK UCITS ETF    N; UBS MSCI United Kingdom UCITS ETF hEUR acc
12; 2026.02.16_09:47:39; CEMR.DE; 15,27; 15,82; 18,08; 13,91; -03,44; 1,10; 10570; iShsIV-Edge MSCI Eu.Mo.F.U.ETFR; iShares Edge MSCI Europe Momentum Factor UCITS ETF EUR (Acc)
13; 2026.02.16_10:16:32; XB4A.DE; 115,06; 119,06; 41,96; 98,02; -03,36; 1,17; 426; Xtrackers ATX                 I; Xtrackers ATX UCITS ETF 1C
14; 2026.02.16_10:19:05; XESP.DE; 56,79; 58,23; 42,33; 48,72; -02,47; 1,17; 6040; Xtrackers Spain               I; Xtrackers Spain UCITS ETF 1C
15; 2026.02.16_10:19:52; JEDI.DE; 67,14; 75,06; 77,13; 49,44; -10,55; 1,36; 11878; VanECK Space UCITS ETF        R; VanEck Space Innovators UCITS ETF
01; 2026.02.16_10:27:46; VWCE.DE; 148,12; 150,38; 05,92; 138,72; -01,50; 1,07; 79932; Vanguard FTSE All-World U.ETF R; Vanguard FTSE All-World UCITS ETF USD Accumulation
02; 2026.02.16_10:27:51; SXRV.DE; 1201,20; 1301,60; -01,03; 1172,58; -07,71; 1,02; 1562; iShsVII-NASDAQ 100 UCITS ETF  R; iShares NASDAQ 100 UCITS ETF USD (Acc)
03; 2026.02.16_09:45:28; AMEE.DE; 698,60; 714,00; 53,49; 548,70; -02,16; 1,27; 220; Amundi Glbl Hydrogen UCITS ETFA; Amundi Global Hydrogen UCITS ETF - Acc
04; 2026.02.16_10:27:18; LSMC.DE; 78,39; 80,36; 41,99; 62,90; -02,45; 1,25; 13652; MUL-Am.MSCI Semiconductor UE  N; Amundi MSCI Semiconductors ESG Screened UCITS ETF
05; 2026.02.16_10:26:54; DFEN.DE; 57,06; 64,51; 46,83; 51,78; -11,55; 1,10; 41709; VanEck ETFs-VanEck Defense ETFR; VanEck Defense ETF A USD Acc
06; 2026.02.16_10:19:18; WTIF.DE; 51,44; 52,70; 50,78; 40,99; -02,39; 1,26; 828; WisdomTree Japan Equity UC.ETFR; WisdomTree Japan Equity UCITS ETF - EUR Hedged Acc
07; 2026.02.16_10:27:40; EUDF.DE; 33,72; 36,03; 32,99; 30,92; -06,41; 1,09; 114260; WisdomTree-Eur.Defence ETF    R; WisdomTree Europe Defence UCITS ETF - EUR Acc
08; 2026.02.16_10:23:44; LYBK.DE; 323,05; 349,15; 55,47; 281,62; -07,48; 1,15; 2944; MUL Amundi Euro Stoxx Banks   U; Amundi Euro Stoxx Banks UCITS ETF Acc
09; 2026.02.16_10:25:48; IBCJ.DE; 29,73; 30,70; 33,39; 25,88; -03,18; 1,15; 9685; iShsV-MSCI Poland UCITS ETF   R; iShares V PLC - iShares MSCI Poland UCITS ETF
10; 2026.02.16_10:18:51; SXR2.DE; 245,20; 250,05; 18,60; 219,37; -01,94; 1,12; 609; iShs VII-MSCI EM Canada U.ETF R; iShares VII PLC - iShares MSCI Canada ETF USD Acc
11; 2026.02.16_10:04:21; UFMB.DE; 21,46; 21,57; 20,79; 19,29; -00,51; 1,11; 780; UBS(L)FS-MSCI UK UCITS ETF    N; UBS MSCI United Kingdom UCITS ETF hEUR acc
12; 2026.02.16_10:26:19; CEMR.DE; 15,33; 15,82; 18,08; 13,91; -03,11; 1,10; 10662; iShsIV-Edge MSCI Eu.Mo.F.U.ETFR; iShares Edge MSCI Europe Momentum Factor UCITS ETF EUR (Acc)
13; 2026.02.16_10:16:32; XB4A.DE; 115,06; 119,06; 41,96; 98,02; -03,36; 1,17; 426; Xtrackers ATX                 I; Xtrackers ATX UCITS ETF 1C
14; 2026.02.16_10:24:15; XESP.DE; 56,85; 58,23; 42,33; 48,72; -02,37; 1,17; 6045; Xtrackers Spain               I; Xtrackers Spain UCITS ETF 1C
15; 2026.02.16_10:27:44; JEDI.DE; 67,32; 75,06; 77,13; 49,44; -10,31; 1,36; 11906; VanECK Space UCITS ETF        R; VanEck Space Innovators UCITS ETF
01; 2026.02.16_10:34:40; VWCE.DE; 148,12; 150,38; 05,92; 138,72; -01,50; 1,07; 80755; Vanguard FTSE All-World U.ETF R; Vanguard FTSE All-World UCITS ETF USD Accumulation
02; 2026.02.16_10:34:08; SXRV.DE; 1201,20; 1301,60; -01,03; 1172,58; -07,71; 1,02; 1564; iShsVII-NASDAQ 100 UCITS ETF  R; iShares NASDAQ 100 UCITS ETF USD (Acc)
03; 2026.02.16_09:45:28; AMEE.DE; 698,60; 714,00; 53,49; 548,70; -02,16; 1,27; 220; Amundi Glbl Hydrogen UCITS ETFA; Amundi Global Hydrogen UCITS ETF - Acc
04; 2026.02.16_10:33:59; LSMC.DE; 78,30; 80,36; 41,99; 62,90; -02,56; 1,24; 13673; MUL-Am.MSCI Semiconductor UE  N; Amundi MSCI Semiconductors ESG Screened UCITS ETF
05; 2026.02.16_10:34:40; DFEN.DE; 57,04; 64,51; 46,83; 51,78; -11,58; 1,10; 42689; VanEck ETFs-VanEck Defense ETFR; VanEck Defense ETF A USD Acc
06; 2026.02.16_10:19:18; WTIF.DE; 51,44; 52,70; 50,78; 40,99; -02,39; 1,26; 828; WisdomTree Japan Equity UC.ETFR; WisdomTree Japan Equity UCITS ETF - EUR Hedged Acc
07; 2026.02.16_10:34:20; EUDF.DE; 33,69; 36,03; 32,99; 30,92; -06,51; 1,09; 115850; WisdomTree-Eur.Defence ETF    R; WisdomTree Europe Defence UCITS ETF - EUR Acc
08; 2026.02.16_10:34:17; LYBK.DE; 322,55; 349,15; 55,47; 281,62; -07,62; 1,15; 3193; MUL Amundi Euro Stoxx Banks   U; Amundi Euro Stoxx Banks UCITS ETF Acc
09; 2026.02.16_10:34:15; IBCJ.DE; 29,67; 30,70; 33,39; 25,88; -03,37; 1,15; 11683; iShsV-MSCI Poland UCITS ETF   R; iShares V PLC - iShares MSCI Poland UCITS ETF
10; 2026.02.16_10:34:15; SXR2.DE; 245,25; 250,05; 18,60; 219,37; -01,92; 1,12; 690; iShs VII-MSCI EM Canada U.ETF R; iShares VII PLC - iShares MSCI Canada ETF USD Acc
11; 2026.02.16_10:04:21; UFMB.DE; 21,46; 21,57; 20,79; 19,29; -00,51; 1,11; 780; UBS(L)FS-MSCI UK UCITS ETF    N; UBS MSCI United Kingdom UCITS ETF hEUR acc
12; 2026.02.16_10:31:39; CEMR.DE; 15,30; 15,82; 18,08; 13,91; -03,26; 1,10; 10730; iShsIV-Edge MSCI Eu.Mo.F.U.ETFR; iShares Edge MSCI Europe Momentum Factor UCITS ETF EUR (Acc)
13; 2026.02.16_10:16:32; XB4A.DE; 115,06; 119,06; 41,96; 98,02; -03,36; 1,17; 426; Xtrackers ATX                 I; Xtrackers ATX UCITS ETF 1C
14; 2026.02.16_10:30:21; XESP.DE; 56,80; 58,23; 42,33; 48,72; -02,46; 1,17; 6047; Xtrackers Spain               I; Xtrackers Spain UCITS ETF 1C
15; 2026.02.16_10:34:03; JEDI.DE; 67,19; 75,06; 77,13; 49,44; -10,48; 1,36; 14437; VanECK Space UCITS ETF        R; VanEck Space Innovators UCITS ETF
01; 2026.02.16_10:41:13; VWCE.DE; 148,08; 150,38; 05,92; 138,72; -01,53; 1,07; 91311; Vanguard FTSE All-World U.ETF R; Vanguard FTSE All-World UCITS ETF USD Accumulation
02; 2026.02.16_10:39:38; SXRV.DE; 1201,40; 1301,60; -01,03; 1172,58; -07,70; 1,02; 1603; iShsVII-NASDAQ 100 UCITS ETF  R; iShares NASDAQ 100 UCITS ETF USD (Acc)
03; 2026.02.16_10:40:52; AMEE.DE; 700,40; 714,00; 53,49; 548,70; -01,90; 1,28; 221; Amundi Glbl Hydrogen UCITS ETFA; Amundi Global Hydrogen UCITS ETF - Acc
04; 2026.02.16_10:38:57; LSMC.DE; 78,33; 80,36; 41,99; 62,90; -02,53; 1,25; 14313; MUL-Am.MSCI Semiconductor UE  N; Amundi MSCI Semiconductors ESG Screened UCITS ETF
05; 2026.02.16_10:40:53; DFEN.DE; 57,02; 64,51; 46,83; 51,78; -11,61; 1,10; 42856; VanEck ETFs-VanEck Defense ETFR; VanEck Defense ETF A USD Acc
06; 2026.02.16_10:37:34; WTIF.DE; 51,45; 52,70; 50,78; 40,99; -02,37; 1,26; 944; WisdomTree Japan Equity UC.ETFR; WisdomTree Japan Equity UCITS ETF - EUR Hedged Acc
07; 2026.02.16_10:40:39; EUDF.DE; 33,68; 36,03; 32,99; 30,92; -06,54; 1,09; 119612; WisdomTree-Eur.Defence ETF    R; WisdomTree Europe Defence UCITS ETF - EUR Acc
08; 2026.02.16_10:40:50; LYBK.DE; 322,05; 349,15; 55,47; 281,62; -07,76; 1,14; 3352; MUL Amundi Euro Stoxx Banks   U; Amundi Euro Stoxx Banks UCITS ETF Acc
09; 2026.02.16_10:41:14; IBCJ.DE; 29,67; 30,70; 33,39; 25,88; -03,37; 1,15; 11846; iShsV-MSCI Poland UCITS ETF   R; iShares V PLC - iShares MSCI Poland UCITS ETF
10; 2026.02.16_10:34:15; SXR2.DE; 245,25; 250,05; 18,60; 219,37; -01,92; 1,12; 690; iShs VII-MSCI EM Canada U.ETF R; iShares VII PLC - iShares MSCI Canada ETF USD Acc
11; 2026.02.16_10:38:40; UFMB.DE; 21,47; 21,57; 20,79; 19,29; -00,44; 1,11; 830; UBS(L)FS-MSCI UK UCITS ETF    N; UBS MSCI United Kingdom UCITS ETF hEUR acc
12; 2026.02.16_10:38:15; CEMR.DE; 15,30; 15,82; 18,08; 13,91; -03,27; 1,10; 10880; iShsIV-Edge MSCI Eu.Mo.F.U.ETFR; iShares Edge MSCI Europe Momentum Factor UCITS ETF EUR (Acc)
13; 2026.02.16_10:16:32; XB4A.DE; 115,06; 119,06; 41,96; 98,02; -03,36; 1,17; 426; Xtrackers ATX                 I; Xtrackers ATX UCITS ETF 1C
14; 2026.02.16_10:41:29; XESP.DE; 56,78; 58,23; 42,33; 48,72; -02,49; 1,17; 7138; Xtrackers Spain               I; Xtrackers Spain UCITS ETF 1C
15; 2026.02.16_10:40:06; JEDI.DE; 67,23; 75,06; 77,13; 49,44; -10,43; 1,36; 14486; VanECK Space UCITS ETF        R; VanEck Space Innovators UCITS ETF
01; 2026.02.16_10:48:14; VWCE.DE; 148,08; 150,38; 05,92; 138,72; -01,53; 1,07; 91716; Vanguard FTSE All-World U.ETF R; Vanguard FTSE All-World UCITS ETF USD Accumulation
02; 2026.02.16_10:47:58; SXRV.DE; 1201,20; 1301,60; -01,03; 1172,58; -07,71; 1,02; 1630; iShsVII-NASDAQ 100 UCITS ETF  R; iShares NASDAQ 100 UCITS ETF USD (Acc)
03; 2026.02.16_10:45:02; AMEE.DE; 700,40; 714,00; 53,49; 548,70; -01,90; 1,28; 223; Amundi Glbl Hydrogen UCITS ETFA; Amundi Global Hydrogen UCITS ETF - Acc
04; 2026.02.16_10:38:57; LSMC.DE; 78,33; 80,36; 41,99; 62,90; -02,53; 1,25; 14313; MUL-Am.MSCI Semiconductor UE  N; Amundi MSCI Semiconductors ESG Screened UCITS ETF
05; 2026.02.16_10:48:06; DFEN.DE; 56,98; 64,51; 46,83; 51,78; -11,67; 1,10; 45924; VanEck ETFs-VanEck Defense ETFR; VanEck Defense ETF A USD Acc
06; 2026.02.16_10:37:34; WTIF.DE; 51,45; 52,70; 50,78; 40,99; -02,37; 1,26; 944; WisdomTree Japan Equity UC.ETFR; WisdomTree Japan Equity UCITS ETF - EUR Hedged Acc
07; 2026.02.16_10:45:52; EUDF.DE; 33,61; 36,03; 32,99; 30,92; -06,73; 1,09; 123239; WisdomTree-Eur.Defence ETF    R; WisdomTree Europe Defence UCITS ETF - EUR Acc
08; 2026.02.16_10:46:41; LYBK.DE; 322,15; 349,15; 55,47; 281,62; -07,73; 1,14; 3369; MUL Amundi Euro Stoxx Banks   U; Amundi Euro Stoxx Banks UCITS ETF Acc
09; 2026.02.16_10:47:52; IBCJ.DE; 29,66; 30,70; 33,39; 25,88; -03,39; 1,15; 11886; iShsV-MSCI Poland UCITS ETF   R; iShares V PLC - iShares MSCI Poland UCITS ETF
10; 2026.02.16_10:41:46; SXR2.DE; 245,30; 250,05; 18,60; 219,37; -01,90; 1,12; 700; iShs VII-MSCI EM Canada U.ETF R; iShares VII PLC - iShares MSCI Canada ETF USD Acc
11; 2026.02.16_10:38:40; UFMB.DE; 21,47; 21,57; 20,79; 19,29; -00,44; 1,11; 830; UBS(L)FS-MSCI UK UCITS ETF    N; UBS MSCI United Kingdom UCITS ETF hEUR acc
12; 2026.02.16_10:45:08; CEMR.DE; 15,29; 15,82; 18,08; 13,91; -03,36; 1,10; 12882; iShsIV-Edge MSCI Eu.Mo.F.U.ETFR; iShares Edge MSCI Europe Momentum Factor UCITS ETF EUR (Acc)
13; 2026.02.16_10:45:52; XB4A.DE; 115,20; 119,06; 41,96; 98,02; -03,24; 1,18; 446; Xtrackers ATX                 I; Xtrackers ATX UCITS ETF 1C
14; 2026.02.16_10:41:29; XESP.DE; 56,78; 58,23; 42,33; 48,72; -02,49; 1,17; 7138; Xtrackers Spain               I; Xtrackers Spain UCITS ETF 1C
15; 2026.02.16_10:47:00; JEDI.DE; 67,27; 75,06; 77,13; 49,44; -10,38; 1,36; 14546; VanECK Space UCITS ETF        R; VanEck Space Innovators UCITS ETF
01; 2026.02.16_10:54:56; VWCE.DE; 148,04; 150,38; 05,92; 138,72; -01,56; 1,07; 92632; Vanguard FTSE All-World U.ETF R; Vanguard FTSE All-World UCITS ETF USD Accumulation
02; 2026.02.16_10:54:42; SXRV.DE; 1201,20; 1301,60; -01,03; 1172,58; -07,71; 1,02; 1653; iShsVII-NASDAQ 100 UCITS ETF  R; iShares NASDAQ 100 UCITS ETF USD (Acc)
03; 2026.02.16_10:50:45; AMEE.DE; 700,40; 714,00; 53,49; 548,70; -01,90; 1,28; 224; Amundi Glbl Hydrogen UCITS ETFA; Amundi Global Hydrogen UCITS ETF - Acc
04; 2026.02.16_10:52:41; LSMC.DE; 78,39; 80,36; 41,99; 62,90; -02,45; 1,25; 14328; MUL-Am.MSCI Semiconductor UE  N; Amundi MSCI Semiconductors ESG Screened UCITS ETF
05; 2026.02.16_10:55:08; DFEN.DE; 56,97; 64,51; 46,83; 51,78; -11,69; 1,10; 47159; VanEck ETFs-VanEck Defense ETFR; VanEck Defense ETF A USD Acc
06; 2026.02.16_10:37:34; WTIF.DE; 51,45; 52,70; 50,78; 40,99; -02,37; 1,26; 944; WisdomTree Japan Equity UC.ETFR; WisdomTree Japan Equity UCITS ETF - EUR Hedged Acc
07; 2026.02.16_10:55:08; EUDF.DE; 33,61; 36,03; 32,99; 30,92; -06,72; 1,09; 126759; WisdomTree-Eur.Defence ETF    R; WisdomTree Europe Defence UCITS ETF - EUR Acc
08; 2026.02.16_10:50:07; LYBK.DE; 322,45; 349,15; 55,47; 281,62; -07,65; 1,14; 3394; MUL Amundi Euro Stoxx Banks   U; Amundi Euro Stoxx Banks UCITS ETF Acc
09; 2026.02.16_10:52:32; IBCJ.DE; 29,70; 30,70; 33,39; 25,88; -03,26; 1,15; 12064; iShsV-MSCI Poland UCITS ETF   R; iShares V PLC - iShares MSCI Poland UCITS ETF
10; 2026.02.16_10:41:46; SXR2.DE; 245,30; 250,05; 18,60; 219,37; -01,90; 1,12; 700; iShs VII-MSCI EM Canada U.ETF R; iShares VII PLC - iShares MSCI Canada ETF USD Acc
11; 2026.02.16_10:51:06; UFMB.DE; 21,45; 21,57; 20,79; 19,29; -00,56; 1,11; 1306; UBS(L)FS-MSCI UK UCITS ETF    N; UBS MSCI United Kingdom UCITS ETF hEUR acc
12; 2026.02.16_10:53:03; CEMR.DE; 15,29; 15,82; 18,08; 13,91; -03,33; 1,10; 12883; iShsIV-Edge MSCI Eu.Mo.F.U.ETFR; iShares Edge MSCI Europe Momentum Factor UCITS ETF EUR (Acc)
13; 2026.02.16_10:45:52; XB4A.DE; 115,20; 119,06; 41,96; 98,02; -03,24; 1,18; 461; Xtrackers ATX                 I; Xtrackers ATX UCITS ETF 1C
14; 2026.02.16_10:41:29; XESP.DE; 56,78; 58,23; 42,33; 48,72; -02,49; 1,17; 7138; Xtrackers Spain               I; Xtrackers Spain UCITS ETF 1C
15; 2026.02.16_10:55:13; JEDI.DE; 67,23; 75,06; 77,13; 49,44; -10,43; 1,36; 15170; VanECK Space UCITS ETF        R; VanEck Space Innovators UCITS ETF
01; 2026.02.16_11:01:50; VWCE.DE; 148,04; 150,38; 05,92; 138,72; -01,56; 1,07; 92823; Vanguard FTSE All-World U.ETF R; Vanguard FTSE All-World UCITS ETF USD Accumulation
02; 2026.02.16_11:00:29; SXRV.DE; 1201,20; 1301,60; -01,03; 1172,58; -07,71; 1,02; 1737; iShsVII-NASDAQ 100 UCITS ETF  R; iShares NASDAQ 100 UCITS ETF USD (Acc)
03; 2026.02.16_11:00:05; AMEE.DE; 700,40; 714,00; 53,49; 548,70; -01,90; 1,28; 367; Amundi Glbl Hydrogen UCITS ETFA; Amundi Global Hydrogen UCITS ETF - Acc
04; 2026.02.16_10:55:40; LSMC.DE; 78,39; 80,36; 41,99; 62,90; -02,45; 1,25; 14329; MUL-Am.MSCI Semiconductor UE  N; Amundi MSCI Semiconductors ESG Screened UCITS ETF
05; 2026.02.16_11:00:46; DFEN.DE; 56,96; 64,51; 46,83; 51,78; -11,70; 1,10; 47850; VanEck ETFs-VanEck Defense ETFR; VanEck Defense ETF A USD Acc
06; 2026.02.16_10:56:03; WTIF.DE; 51,43; 52,70; 50,78; 40,99; -02,41; 1,25; 949; WisdomTree Japan Equity UC.ETFR; WisdomTree Japan Equity UCITS ETF - EUR Hedged Acc
07; 2026.02.16_11:00:06; EUDF.DE; 33,64; 36,03; 32,99; 30,92; -06,65; 1,09; 128622; WisdomTree-Eur.Defence ETF    R; WisdomTree Europe Defence UCITS ETF - EUR Acc
08; 2026.02.16_11:00:32; LYBK.DE; 322,50; 349,15; 55,47; 281,62; -07,63; 1,15; 3411; MUL Amundi Euro Stoxx Banks   U; Amundi Euro Stoxx Banks UCITS ETF Acc
09; 2026.02.16_10:59:52; IBCJ.DE; 29,71; 30,70; 33,39; 25,88; -03,22; 1,15; 12065; iShsV-MSCI Poland UCITS ETF   R; iShares V PLC - iShares MSCI Poland UCITS ETF
10; 2026.02.16_10:41:46; SXR2.DE; 245,30; 250,05; 18,60; 219,37; -01,90; 1,12; 700; iShs VII-MSCI EM Canada U.ETF R; iShares VII PLC - iShares MSCI Canada ETF USD Acc
11; 2026.02.16_10:51:06; UFMB.DE; 21,45; 21,57; 20,79; 19,29; -00,56; 1,11; 1306; UBS(L)FS-MSCI UK UCITS ETF    N; UBS MSCI United Kingdom UCITS ETF hEUR acc
12; 2026.02.16_10:58:28; CEMR.DE; 15,29; 15,82; 18,08; 13,91; -03,34; 1,10; 12923; iShsIV-Edge MSCI Eu.Mo.F.U.ETFR; iShares Edge MSCI Europe Momentum Factor UCITS ETF EUR (Acc)
13; 2026.02.16_10:45:52; XB4A.DE; 115,20; 119,06; 41,96; 98,02; -03,24; 1,18; 461; Xtrackers ATX                 I; Xtrackers ATX UCITS ETF 1C
14; 2026.02.16_11:00:09; XESP.DE; 56,83; 58,23; 42,33; 48,72; -02,40; 1,17; 7241; Xtrackers Spain               I; Xtrackers Spain UCITS ETF 1C
15; 2026.02.16_11:01:30; JEDI.DE; 67,23; 75,06; 77,13; 49,44; -10,43; 1,36; 16157; VanECK Space UCITS ETF        R; VanEck Space Innovators UCITS ETF
01; 2026.02.16_11:08:32; VWCE.DE; 147,98; 150,38; 05,92; 138,72; -01,60; 1,07; 94683; Vanguard FTSE All-World U.ETF R; Vanguard FTSE All-World UCITS ETF USD Accumulation
02; 2026.02.16_11:07:21; SXRV.DE; 1200,60; 1301,60; -01,03; 1172,58; -07,76; 1,02; 1753; iShsVII-NASDAQ 100 UCITS ETF  R; iShares NASDAQ 100 UCITS ETF USD (Acc)
03; 2026.02.16_11:00:05; AMEE.DE; 700,40; 714,00; 53,49; 548,70; -01,90; 1,28; 367; Amundi Glbl Hydrogen UCITS ETFA; Amundi Global Hydrogen UCITS ETF - Acc
04; 2026.02.16_11:06:53; LSMC.DE; 78,32; 80,36; 41,99; 62,90; -02,54; 1,25; 14332; MUL-Am.MSCI Semiconductor UE  N; Amundi MSCI Semiconductors ESG Screened UCITS ETF
05; 2026.02.16_11:08:22; DFEN.DE; 56,97; 64,51; 46,83; 51,78; -11,69; 1,10; 48245; VanEck ETFs-VanEck Defense ETFR; VanEck Defense ETF A USD Acc
06; 2026.02.16_11:05:41; WTIF.DE; 51,40; 52,70; 50,78; 40,99; -02,47; 1,25; 999; WisdomTree Japan Equity UC.ETFR; WisdomTree Japan Equity UCITS ETF - EUR Hedged Acc
07; 2026.02.16_11:08:37; EUDF.DE; 33,64; 36,03; 32,99; 30,92; -06,63; 1,09; 130442; WisdomTree-Eur.Defence ETF    R; WisdomTree Europe Defence UCITS ETF - EUR Acc
08; 2026.02.16_11:07:27; LYBK.DE; 321,75; 349,15; 55,47; 281,62; -07,85; 1,14; 3421; MUL Amundi Euro Stoxx Banks   U; Amundi Euro Stoxx Banks UCITS ETF Acc
09; 2026.02.16_10:59:52; IBCJ.DE; 29,71; 30,70; 33,39; 25,88; -03,22; 1,15; 12065; iShsV-MSCI Poland UCITS ETF   R; iShares V PLC - iShares MSCI Poland UCITS ETF
10; 2026.02.16_11:04:47; SXR2.DE; 245,10; 250,05; 18,60; 219,37; -01,98; 1,12; 714; iShs VII-MSCI EM Canada U.ETF R; iShares VII PLC - iShares MSCI Canada ETF USD Acc
11; 2026.02.16_10:51:06; UFMB.DE; 21,45; 21,57; 20,79; 19,29; -00,56; 1,11; 1306; UBS(L)FS-MSCI UK UCITS ETF    N; UBS MSCI United Kingdom UCITS ETF hEUR acc
12; 2026.02.16_10:58:28; CEMR.DE; 15,29; 15,82; 18,08; 13,91; -03,34; 1,10; 12923; iShsIV-Edge MSCI Eu.Mo.F.U.ETFR; iShares Edge MSCI Europe Momentum Factor UCITS ETF EUR (Acc)
13; 2026.02.16_11:06:59; XB4A.DE; 115,36; 119,06; 41,96; 98,02; -03,11; 1,18; 467; Xtrackers ATX                 I; Xtrackers ATX UCITS ETF 1C
14; 2026.02.16_11:00:09; XESP.DE; 56,83; 58,23; 42,33; 48,72; -02,40; 1,17; 7241; Xtrackers Spain               I; Xtrackers Spain UCITS ETF 1C
15; 2026.02.16_11:01:30; JEDI.DE; 67,23; 75,06; 77,13; 49,44; -10,43; 1,36; 16157; VanECK Space UCITS ETF        R; VanEck Space Innovators UCITS ETF
01; 2026.02.16_11:15:21; VWCE.DE; 147,92; 150,38; 05,92; 138,72; -01,64; 1,07; 96293; Vanguard FTSE All-World U.ETF R; Vanguard FTSE All-World UCITS ETF USD Accumulation
02; 2026.02.16_11:15:17; SXRV.DE; 1199,60; 1301,60; -01,03; 1172,58; -07,84; 1,02; 1833; iShsVII-NASDAQ 100 UCITS ETF  R; iShares NASDAQ 100 UCITS ETF USD (Acc)
03; 2026.02.16_11:15:40; AMEE.DE; 699,40; 714,00; 53,49; 548,70; -02,04; 1,27; 368; Amundi Glbl Hydrogen UCITS ETFA; Amundi Global Hydrogen UCITS ETF - Acc
04; 2026.02.16_11:06:53; LSMC.DE; 78,32; 80,36; 41,99; 62,90; -02,54; 1,25; 14332; MUL-Am.MSCI Semiconductor UE  N; Amundi MSCI Semiconductors ESG Screened UCITS ETF
05; 2026.02.16_11:14:59; DFEN.DE; 57,00; 64,51; 46,83; 51,78; -11,64; 1,10; 48435; VanEck ETFs-VanEck Defense ETFR; VanEck Defense ETF A USD Acc
06; 2026.02.16_11:05:41; WTIF.DE; 51,40; 52,70; 50,78; 40,99; -02,47; 1,25; 999; WisdomTree Japan Equity UC.ETFR; WisdomTree Japan Equity UCITS ETF - EUR Hedged Acc
07; 2026.02.16_11:13:15; EUDF.DE; 33,66; 36,03; 32,99; 30,92; -06,59; 1,09; 131832; WisdomTree-Eur.Defence ETF    R; WisdomTree Europe Defence UCITS ETF - EUR Acc
08; 2026.02.16_11:09:27; LYBK.DE; 321,55; 349,15; 55,47; 281,62; -07,90; 1,14; 4228; MUL Amundi Euro Stoxx Banks   U; Amundi Euro Stoxx Banks UCITS ETF Acc
09; 2026.02.16_11:14:06; IBCJ.DE; 29,73; 30,70; 33,39; 25,88; -03,18; 1,15; 12069; iShsV-MSCI Poland UCITS ETF   R; iShares V PLC - iShares MSCI Poland UCITS ETF
